Number of Temporary Foreign Worker (TFW) Positions on Positive Labour Market Impact Assessments (LMIAs) by Census subdivision (CSD) and Province/Territory,,,,,,,,,
Province/Territory,CSD,2016,2017,2018,2019,2020,2021,2022,2023
,5915055-West Vancouver,116,129,175,190,163,167,176,183
,5915062-Bowen Island,0,2,3,6,6,5,10,4
,5915065-Lions Bay,2,2,3,2,0,3,1,1
,5915070-Pitt Meadows,340,442,846,455,459,476,678,"1,028"
,5915075-Maple Ridge,122,133,256,209,292,202,373,406
,5915802-Tsawwassen,16,7,4,5,10,9,20,15
,5915803-Musqueam 2,1,1,1,1,4,1,2,3
,5915806-Burrard Inlet 3,3,2,2,3,4,3,1,2
,5915807-Mission 1,0,0,0,0,0,0,1,0
,5915808-Capilano 5,3,8,7,17,12,13,19,15
,5915811-Seymour Creek 2,1,3,0,2,1,0,0,0
,5917005-North Saanich,22,20,17,80,37,30,49,41
,5917010-Sidney,10,17,9,18,19,10,74,72
,5917015-Central Saanich,65,63,87,101,77,112,163,189
,5917021-Saanich,91,166,156,186,158,219,384,329
,5917027-Saltspring Island,3,7,5,9,11,11,16,38
,5917029-Southern Gulf Islands,1,2,1,0,5,6,2,9
,5917030-Oak Bay,11,22,22,19,17,17,33,17
,5917034-Victoria,109,163,201,251,229,284,569,554
,5917040-Esquimalt,888,57,22,26,21,43,44,73
,5917041-Colwood,1,8,12,5,10,6,27,16
,5917042-Metchosin,6,0,6,9,2,5,5,4
,5917044-Langford,16,34,42,73,70,98,182,184
,5917047-View Royal,14,15,19,11,18,31,31,61
,5917049-Highlands,0,0,0,1,0,0,3,7
,5917052-Sooke,2,7,4,12,6,26,38,39
,5917054-Juan de Fuca (Part 1),0,0,1,1,2,1,1,0
,5917803-East Saanich 2,28,9,76,33,27,44,53,30
,5917804-South Saanich 1,0,0,2,5,3,1,5,5
,5917812-New Songhees 1A,0,1,0,0,0,0,1,0
,5917819-T'Sou-ke,0,0,0,0,0,0,2,0
,5919008-North Cowichan,13,6,16,32,21,33,104,92
,5919012-Duncan,1,3,8,8,17,19,36,24
,5919013-Cowichan Valley D,1,0,0,1,1,2,13,1
,5919015-Cowichan Valley G,4,8,7,1,9,10,5,15
,5919016-Lake Cowichan,1,1,0,1,0,0,0,0
,5919017-Cowichan Valley H,0,0,1,2,1,0,0,10
,5919021-Ladysmith,1,5,3,17,17,8,38,19
,5919043-Cowichan Valley A,2,2,7,7,7,13,17,35
,5919046-Cowichan Valley B,1,3,1,2,6,2,4,5
,5919049-Cowichan Valley C,1,1,2,2,2,1,11,4
,5919051-Cowichan Valley E,0,4,0,3,0,1,6,19
,5919822-Cowichan,1,2,4,4,4,2,18,14
,5921007-Nanaimo,45,62,74,106,115,131,348,324
,5921008-Lantzville,2,2,0,2,2,3,1,4
,5921010-Nanaimo A,1,0,11,26,7,17,61,65
,5921014-Nanaimo B,1,1,1,0,0,0,0,0
,5921016-Nanaimo C,0,2,1,0,0,0,1,1
,5921018-Parksville,6,12,22,15,13,25,62,80
,5921023-Qualicum Beach,2,2,3,5,22,36,35,40
,5921030-Nanaimo E,2,1,0,2,1,1,3,10
,5921032-Nanaimo F,2,3,1,2,1,3,3,14
,5921034-Nanaimo G,0,0,1,1,1,4,11,12
,5921036-Nanaimo H,6,8,8,11,35,51,58,92
,5921804-Nanaimo Town 1,0,0,0,0,0,1,1,0
,5923008-Port Alberni,9,3,1,16,8,28,76,69
,5923019-Ucluelet,1,17,0,37,71,73,222,77
,5923025-Tofino,2,18,21,38,26,22,80,47
,5923033-Alberni-Clayoquot B,0,0,0,0,30,9,18,45
,5923035-Alberni-Clayoquot D,0,1,0,0,0,0,0,9
,5923039-Alberni-Clayoquot F,1,2,0,3,1,2,2,2
,5923047-Alberni-Clayoquot A,1,0,0,0,0,0,0,0
,5924025-Gold River,0,0,0,0,0,0,5,1
,5924034-Campbell River,15,30,36,59,15,52,93,81
,5924042-Strathcona D (Oyster Bay - Buttle Lake),6,6,8,3,1,3,0,0
,5924048-Strathcona A,3,0,1,0,0,0,0,0
,5924052-Strathcona B,1,1,1,1,0,2,1,4
,5924054-Strathcona C,1,0,0,2,0,0,49,15
,5924804-Campbell River 11,0,4,1,7,2,5,1,12
,5926005-Comox,6,4,4,8,12,5,21,15
,5926010-Courtenay,12,16,42,23,51,17,101,92
,5926014-Cumberland,0,0,1,0,1,1,0,0
,5926021-Comox Valley A,0,6,0,2,1,2,31,15
,5926022-Comox Valley B (Lazo North),1,0,5,0,13,3,5,2
,5926024-Comox Valley C (Puntledge - Black Creek),13,7,9,7,14,3,55,46
,5926801-Comox 1,0,0,0,0,0,1,0,0
,5927008-Powell River,3,8,9,15,21,17,45,26
,5927010-Powell River A,1,0,0,1,1,1,0,0
,5927012-Powell River B,1,0,0,1,0,0,0,0
,5927016-Powell River C,0,0,0,6,7,3,1,5
,5927018-Powell River D,1,1,1,0,0,0,0,0
,5927806-Sechelt (Part),0,0,1,0,0,1,0,0
,5929005-Gibsons,7,2,4,10,4,14,20,12
,5929011-Sechelt,10,16,10,21,23,42,60,34
,5929018-Sunshine Coast A,0,1,5,2,1,2,5,2
,5929022-Sunshine Coast B,0,0,0,0,1,0,0,0
,5929024-Sunshine Coast D,0,1,0,1,0,1,0,2
,5929026-Sunshine Coast E,1,1,1,1,4,0,4,4
,5929028-Sunshine Coast F,3,14,4,19,21,16,34,28
,5929803-Sechelt (Part),0,7,7,5,7,1,0,0
,5931006-Squamish,27,43,66,64,54,94,201,120
,5931012-Pemberton,11,13,18,11,28,12,43,33
,5931017-Squamish-Lillooet C,0,0,1,5,6,13,10,6
,5931020-Whistler,134,151,184,295,102,143,501,366
,5931021-Squamish-Lillooet D,0,0,1,0,0,0,2,4
,5931026-Lillooet,3,3,5,4,5,7,20,9
,5931032-Squamish-Lillooet A,1,1,0,0,0,0,0,0
,5933006-Merritt,4,9,9,15,22,41,71,53
,5933008-Thompson-Nicola M (Beautiful Nicola Valley - North),1,5,24,15,17,27,0,42
,5933012-Thompson-Nicola N (Beautiful Nicola Valley - South),0,0,0,0,0,0,3,0
,5933015-Lytton,3,0,2,1,3,2,0,3
,5933024-Cache Creek,14,16,34,37,30,27,35,104
,5933032-Thompson-Nicola E (Bonaparte Plateau),0,0,0,0,1,1,13,4
,5933035-Logan Lake,3,3,11,1,6,4,7,7
,5933037-Thompson-Nicola I (Blue Sky Country),176,152,218,100,134,111,49,86
,5933039-Thompson-Nicola J (Copper Desert Country),1,2,2,2,0,28,13,1
,5933042-Kamloops,90,108,94,144,134,173,419,372
,5933044-Thompson-Nicola P (Rivers and the Peaks),2,2,1,7,3,6,6,7
,5933045-Sun Peaks Mountain,1,6,1,9,1,5,9,31
,5933054-Chase,0,3,4,0,0,1,6,1
,5933060-Thompson-Nicola L (Grasslands),6,7,24,26,34,4,56,63
,5933067-Clearwater,4,5,3,6,7,2,16,11
,5933068-Thompson-Nicola A (Wells Gray Country),0,0,0,0,0,0,1,0
,5933070-Thompson-Nicola B (Thompson Headwaters),9,4,0,6,2,2,3,5
,5933072-Thompson-Nicola O (Lower North Thompson),1,0,1,1,1,1,4,0
,5933074-Barriere,0,1,3,7,1,3,6,14
,5933807-Nicola Mameet 1,0,0,0,0,0,0,2,0
,5933880-Kamloops 1,0,1,0,0,5,4,20,36
,5935010-Kelowna,853,"1,098","1,088","1,169","1,683","1,619","2,791","3,006"
,5935012-Central Okanagan,243,215,856,"1,017",709,654,446,108
,5935016-Lake Country,750,586,"1,289","1,209","1,043",947,"1,416","1,975"
,5935018-Peachland,33,30,32,27,50,20,20,99
,5935020-Central Okanagan J,0,0,0,8,1,0,2,3
,5935029-West Kelowna,154,183,223,200,299,332,303,321
,5935801-Duck Lake 7,0,1,1,10,6,60,18,20
,5935802-Tsinstikeptum 9,10,13,27,13,18,26,97,42
,5935803-Tsinstikeptum 10,0,7,0,10,6,1,25,6
,5937005-Lumby,1,0,2,1,0,3,1,1
,5937010-Coldstream,43,25,83,73,234,134,223,216
,5937014-Vernon,73,116,142,124,182,136,284,327
,5937017-North Okanagan B,40,60,50,62,23,62,38,92
,5937021-North Okanagan C,18,20,61,19,38,48,42,26
,5937022-North Okanagan D,0,0,1,2,5,0,8,7
,5937023-North Okanagan E,0,0,0,0,0,4,5,5
,5937024-Spallumcheen,36,24,106,40,44,68,65,179
,5937028-Armstrong,7,13,14,10,8,20,47,22
,5937033-Enderby,0,6,2,1,4,0,12,7
,5937041-North Okanagan F,0,9,21,4,12,20,34,22
,5937801-Okanagan (Part) 1,0,0,2,0,14,0,0,0
,5939007-Golden,6,15,11,14,12,10,67,24
,5939011-Columbia-Shuswap A,16,14,20,29,33,32,74,52
,5939019-Revelstoke,25,34,40,46,50,88,193,127
,5939032-Salmon Arm,9,11,11,30,25,22,172,86
,5939037-Columbia-Shuswap C,3,6,4,9,3,7,26,44
,5939039-Columbia-Shuswap D,28,33,27,17,17,86,5,12
,5939043-Columbia-Shuswap E,0,0,0,1,4,0,3,0
,5939044-Columbia-Shuswap F,0,0,0,0,0,0,0,4
,5939045-Sicamous,3,2,2,3,6,6,25,22
,5939803-North Bay 5,1,1,0,0,0,0,1,1
,5939805-Quaaout 1,0,0,0,0,0,0,1,0
,5939811-Switsemalph,1,1,2,0,0,0,1,1
,5941005-One Hundred Mile House,3,2,4,15,8,10,19,30
,5941009-Williams Lake,8,11,27,33,95,16,60,102
,5941010-Cariboo D,0,1,0,0,0,0,0,5
,5941013-Quesnel,14,44,61,108,18,45,59,79
,5941014-Cariboo F,3,1,1,42,1,0,0,1
,5941015-Cariboo G,1,1,0,1,1,1,6,5
,5941017-Cariboo L,1,0,0,0,1,0,4,3
,5941019-Cariboo A,4,0,4,5,2,5,0,7
,5941021-Cariboo B,1,2,0,1,153,55,57,44
,5941025-Wells,9,1,0,1,0,0,0,0
,5941027-Cariboo I,1,0,0,0,0,0,0,1
,5941039-Cariboo J,2,2,1,3,4,6,5,3
,5941041-Cariboo K,0,6,4,7,3,3,6,2
,5941837-Nazco 20,0,1,0,0,0,0,0,0
,5943017-Port Alice,1,0,0,0,0,0,0,0
,5943023-Port Hardy,2,4,5,1,4,8,11,15
,5943031-Mount Waddington C,2,1,1,2,1,2,8,5
,5943033-Mount Waddington D,1,1,0,0,0,0,0,0
,5943037-Mount Waddington A,0,0,0,0,1,0,1,0
,5945006-Central Coast A,1,0,1,1,2,0,0,0
,5945010-Central Coast C,0,1,1,3,4,6,3,15
,5947007-Port Edward,0,0,0,1,0,1,0,0
,5947012-Prince Rupert,10,5,18,25,48,64,96,84
,5947027-Skeena-Queen Charlotte D,1,2,2,1,2,0,0,1
,5947803-Masset 1,0,0,0,1,0,1,0,1
,5947804-Skidegate 1,0,0,0,0,0,2,0,0
,5947810-S1/2 Tsimpsean 2,0,0,0,0,1,0,0,1
,5949005-Kitimat,6,3,13,2,14,18,107,19
,5949011-Terrace,23,20,22,54,37,42,95,120
,5949013-Kitimat-Stikine C (Part 1),2,0,1,0,0,0,1,2
,5949018-Kitimat-Stikine E,3,1,5,123,81,10,16,19
,5949022-Hazelton,0,0,0,0,0,0,2,0
,5949024-New Hazelton,12,1,0,2,0,1,3,12
,5949028-Kitimat-Stikine B,0,2,0,0,0,0,0,0
,5949032-Stewart,0,0,1,0,0,0,12,5
,5949039-Kitimat-Stikine A,0,0,0,1,0,2,4,4
,5949041-Kitimat-Stikine D,1,0,0,0,0,0,0,0
,5949802-Kitasoo 1,0,0,0,0,0,0,0,2
,5949815-Gitanyow 1,0,2,0,0,0,1,1,0
,5949819-Babine 17,0,1,0,0,0,0,0,0
,5949843-Guhthe Tah 12,0,0,0,0,0,0,1,0
,5951007-Vanderhoof,3,5,10,12,20,14,36,22
,5951015-Bulkley-Nechako C,2,1,1,2,1,1,0,2
,5951017-Bulkley-Nechako D,1,3,3,1,5,0,7,7
,5951019-Bulkley-Nechako F,0,1,0,0,5,13,9,24
,5951022-Burns Lake,3,0,2,0,8,10,44,18
,5951031-Bulkley-Nechako E,0,0,0,0,0,0,1,0
,5951034-Houston,2,0,3,7,4,15,9,18
,5951038-Telkwa,0,0,0,0,0,2,4,4
,5951043-Smithers,11,7,14,26,27,66,103,74
,5951051-Bulkley-Nechako A,1,0,0,2,0,1,0,4
,5953007-Valemount,3,3,2,13,10,27,24,33
,5953012-McBride,0,0,0,1,5,2,4,4
,5953023-Prince George,76,56,47,223,62,71,218,207
,5953033-Mackenzie,1,3,5,2,4,1,4,10
,5953038-Fraser-Fort George A,1,0,2,0,0,0,1,0
,5953042-Fraser-Fort George C,0,0,1,1,0,0,1,0
,5953044-Fraser-Fort George D,6,5,97,0,2,0,4,7
,5953050-Fraser-Fort George G,0,0,0,0,2,1,3,1
,5953802-McLeod Lake 1,2,1,3,0,2,2,0,0
,5955003-Tumbler Ridge,0,0,1,18,3,3,96,18
,5955005-Pouce Coupe,0,0,0,0,0,0,0,1
,5955010-Chetwynd,6,19,23,55,7,33,81,50
,5955014-Dawson Creek,13,19,24,35,17,33,60,57
,5955021-Peace River D,0,0,2,5,8,2,0,8
,5955030-Taylor,4,3,1,5,3,3,10,6
,5955034-Fort St. John,31,38,59,84,39,80,116,149
,5955040-Peace River B,2,6,4,7,4,55,7,79
,5955042-Peace River C,4,4,2,14,5,0,5,6
,5957022-Stikine Region,0,5,1,1,0,4,4,3
,5959007-Northern Rockies,14,19,18,29,21,21,58,45
,Unspecified,"2,013","1,390",538,263,146,232,467,881
Total,,"20,001","22,441","28,739","32,284","30,861","30,520","47,404","53,295"
Yukon,6001003-Watson Lake,3,4,1,9,1,1,1,2
,6001004-Faro,0,1,0,0,0,0,0,0
,6001009-Whitehorse,8,15,11,29,7,24,52,26
,6001010-Lake Laberge 1,0,0,0,1,0,0,0,0
,6001012-Carmacks,0,0,1,0,0,0,0,0
,6001018-Haines Junction,0,0,0,0,0,0,1,1
,6001029-Dawson,56,62,84,97,31,101,98,94
,6001043-Old Crow,1,0,0,0,0,0,0,0
,6001048-Carcross,0,4,1,0,0,0,0,0
,6001049-Destruction Bay,1,0,0,0,0,0,0,0
,6001052-Keno Hill,0,0,0,0,1,0,0,0
,6001058-Marsh Lake,0,0,0,2,0,0,0,0
,Unspecified,38,33,9,1,0,0,5,13
Total,,107,119,107,139,40,126,157,136
Northwest Territories,6101017-Inuvik,1,5,2,4,2,3,5,14
,6101036-Tuktoyaktuk,0,1,0,0,0,0,0,0
,6102005-Tulita,0,0,0,1,0,0,0,0
,6102007-Norman Wells,0,0,1,1,0,0,0,0
,6102012-Colville Lake,0,0,0,1,0,0,0,0
,6103031-Behchokò,0,0,0,1,0,0,0,0
,6103034-Whatì,0,0,0,0,0,0,0,12
,6104038-Fort Simpson,0,0,1,0,0,0,1,0
,6105001-Fort Smith,1,1,1,2,1,2,1,0
,6105003-Enterprise,0,0,0,0,0,0,1,0
,6105016-Hay River,2,2,3,5,7,4,9,5
,6105020-Lutselk'e,0,0,0,0,0,0,0,1
,6106023-Yellowknife,27,17,13,40,18,21,114,82
,Unspecified,33,20,0,1,1,0,1,10
Total,,64,46,21,56,29,30,132,124
Nunavut,6101025-Aklavik,0,0,0,0,32,0,0,0
,6204003-Iqaluit,18,15,132,96,10,13,53,16
,6204007-Cape Dorset,0,0,0,0,0,0,1,3
,6204009-Pangnirtung,0,0,0,0,0,0,0,1
,6204012-Igloolik,0,0,0,0,0,0,0,2
,6204015-Clyde River,2,0,0,0,0,0,0,0
,6204020-Pond Inlet,0,0,0,34,1,34,30,90
,6205017-Rankin Inlet,0,0,0,0,3,0,0,0
,6205023-Baker Lake,1,0,0,1,0,0,0,0
,6208059-Kugluktuk,0,0,0,0,0,0,0,1
,6208073-Cambridge Bay,0,1,0,2,0,1,0,1
,6208081-Gjoa Haven,0,0,0,0,0,15,0,2
,Unspecified,124,25,0,0,0,0,4,6
Total,,145,41,132,133,46,63,88,122
Canada Total,,"90,314","98,146","108,988","130,457","125,279","133,196","222,847","239,646"
Notes:,,,,,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) LMIA System.,,,,,,,,,
"2. As of the publication of 2023 annual data (published in April 2024), all LMIAs in support of 'Permanent Residence (PR) Only' are included in TFWP statistics, unless indicated otherwise. All annual data in this report includes PR Only LMIAs. Dual-intent LMIAs and corresponding positions are included under their respective TFWP stream (e.g., low-wage, high-wage, etc.) This may impact program reporting over time.",,,,,,,,,
"3. CSD: area that is a municipality or an area that is deemed to be equivalent to a municipality for statistical reporting purposes (e.g., as an Indian reserve or an unorganized territory). Municipal status is defined by laws in effect in each province and territory in Canada.",,,,,,,,,
"4. Each LMIA application submitted is restricted to a single occupation, as defined by the NOC; however, it may be for any number of positions (for example, five welders).

",,,,,,,,,
"5. The LMIA System tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp ",,,,,,,,,
6. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,,,,,
