Province/Territory,2016,2017,2018,2019,2020,2021,2022,2023,CSD_Code,CSD_Name
Saskatchewan,0,1,1,0,0,0,0,0,4718058,Sandy Bay
Saskatchewan,0,0,0,0,0,1,0,0,4718065,Pinehouse
Saskatchewan,0,0,0,0,0,0,2,0,4718070,Buffalo Narrows
Saskatchewan,0,0,1,0,0,0,0,0,4718074,La Loche
Saskatchewan,0,0,0,0,0,0,2,0,4718100,Stony Rapids
Saskatchewan,1,0,1,0,0,0,1,0,4718808,Morin Lake 217
Saskatchewan,1,2,2,3,2,2,2,4,4718822,Southend 200
Saskatchewan,0,0,0,0,0,0,0,1,4718832,Lac La Hache 220
Saskatchewan,181,93,12,21,3,9,57,58,Unspecified,
Alberta,0,0,0,0,0,0,1,0,3520005,Toronto
Alberta,57,61,39,81,40,11,85,41,4801003,Cypress County
Alberta,223,68,121,114,90,301,174,454,4801006,Medicine Hat
Alberta,12,19,1,8,0,15,1,14,4801008,Forty Mile County No. 8
Alberta,2,0,1,2,2,0,12,27,4801014,Bow Island
Alberta,261,271,277,370,293,281,194,670,4801018,Redcliff
Alberta,1,5,4,3,1,1,1,5,4802001,Warner County No. 5
Alberta,0,3,0,4,0,0,2,4,4802006,Warner
Alberta,2,2,0,0,0,1,0,0,4802008,Raymond
Alberta,0,0,0,3,1,1,0,0,4802009,Stirling
Alberta,140,247,246,292,305,412,459,544,4802011,Lethbridge County
Alberta,111,76,90,83,60,59,240,301,4802012,Lethbridge
Alberta,3,4,7,3,2,6,15,9,4802013,Coalhurst
Alberta,6,3,0,3,2,0,4,1,4802014,Nobleford
Alberta,48,64,85,91,97,60,102,108,4802019,Coaldale
Alberta,67,84,47,59,43,58,123,82,4802021,Taber
Alberta,119,100,84,77,53,102,132,125,4802022,Taber
Alberta,37,16,41,55,38,44,41,48,4802031,Newell County
Alberta,110,235,138,265,285,130,384,217,4802034,Brooks
Alberta,0,0,1,0,0,1,0,0,4802036,Duchess
Alberta,2,21,33,24,35,18,26,6,4802039,Bassano
Alberta,2,5,3,4,0,2,3,2,4803001,Cardston County
Alberta,0,20,1,17,14,1,5,8,4803002,Magrath
Alberta,0,2,0,0,0,0,0,3,4803003,Improvement District No. 4 Waterton
Alberta,5,7,2,3,1,8,8,12,4803004,Cardston
Alberta,0,2,0,0,2,0,0,0,4803011,Pincher Creek No. 9
Alberta,3,9,14,44,6,8,38,21,4803014,Pincher Creek
Alberta,4,19,39,20,18,23,19,21,4803018,Willow Creek No. 26
Alberta,8,25,50,46,44,27,73,50,4803019,Fort Macleod
Alberta,24,10,19,21,10,7,30,20,4803022,Claresholm
Alberta,6,18,5,13,9,16,12,32,4803026,Nanton
Alberta,0,1,0,1,0,1,0,2,4803801,Piikani 147
Alberta,2,1,1,6,7,1,6,13,4803802,Blood 148
Alberta,0,0,0,1,0,0,1,2,4804001,Acadia No. 34
Alberta,0,1,0,1,1,0,0,0,4804004,Special Area No. 2
Alberta,0,0,0,2,0,3,4,8,4804006,Empress
Alberta,3,2,10,2,0,8,24,19,4804011,Hanna
Alberta,22,23,25,23,21,18,23,29,4804012,Special Area No. 3
Alberta,0,0,1,0,3,1,0,1,4804019,Youngstown
Alberta,8,10,6,30,0,28,16,0,4804020,Special Area No. 4
Alberta,3,2,2,5,1,4,9,15,4804022,Consort
Alberta,2,1,1,0,2,7,15,12,4805001,Vulcan County
Alberta,5,5,3,3,5,12,17,12,4805006,Vulcan
Alberta,8,11,6,1,13,8,11,0,4805008,Lomond
Alberta,58,59,39,76,58,82,100,143,4805012,Wheatland County
Alberta,49,45,31,54,62,25,90,100,4805018,Strathmore
Alberta,13,15,26,16,11,13,12,12,4805021,Standard
Alberta,0,1,0,0,0,0,0,1,4805022,Rockyford
Alberta,15,2,23,7,12,14,25,10,4805026,Drumheller
Alberta,17,17,34,2,17,18,34,51,4805031,Starland County
Alberta,0,0,0,0,1,0,2,0,4805041,Kneehill County
Alberta,9,12,8,13,17,16,72,68,4805044,Acme
Alberta,3,0,2,4,3,5,12,14,4805046,Linden
Alberta,10,22,17,41,22,32,19,40,4805048,Three Hills
Alberta,1,2,1,4,2,0,3,1,4805802,Siksika 146
Alberta,64,74,69,90,61,67,82,121,4806001,Foothills No. 31
Alberta,111,89,115,113,70,68,220,315,4806006,High River
Alberta,1,3,3,5,3,4,4,9,4806008,Longview
Alberta,2,5,2,0,4,0,2,3,4806009,Turner Valley
Alberta,4,2,2,3,2,3,6,14,4806011,Black Diamond
Alberta,74,53,42,58,36,39,92,159,4806012,Okotoks
Alberta,112,129,122,203,158,127,461,528,4806014,Rocky View County
Alberta,"1,980","1,816","1,745","2,714","1,551","1,655","5,490","6,956",4806016,Calgary
Alberta,23,18,42,80,42,35,82,96,4806017,Chestermere
Alberta,46,34,43,51,25,23,149,80,4806019,Cochrane
Alberta,69,67,62,115,61,45,228,303,4806021,Airdrie
Alberta,0,1,0,0,1,2,1,2,4806022,Irricana
Alberta,1,1,2,4,1,3,0,2,4806024,Beiseker
Alberta,5,20,44,25,34,62,13,107,4806026,Crossfield
Alberta,3,7,11,11,7,12,7,24,4806028,Mountain View County
Alberta,2,3,3,4,2,6,7,4,4806029,Carstairs
Alberta,0,0,0,0,0,0,0,1,4806031,Cremona
Alberta,4,5,21,19,24,33,33,25,4806032,Didsbury
Alberta,22,24,24,38,38,23,48,83,4806034,Olds
Alberta,5,4,10,8,12,11,29,24,4806036,Sundre
Alberta,0,0,0,0,0,0,1,12,4806804,Tsuu T'ina Nation 145 (Sarcee 145)
Alberta,4,9,3,13,5,4,4,11,4807001,Provost No. 52
Alberta,5,4,6,8,7,4,26,15,4807002,Provost
Alberta,0,2,0,0,0,0,1,0,4807011,Paintearth County No. 18
Alberta,0,0,1,2,3,1,0,4,4807012,Coronation
Alberta,0,1,0,1,0,1,0,1,4807014,Castor
Alberta,6,1,4,0,1,2,0,1,4807019,Stettler County No. 6
Alberta,12,12,17,12,16,18,48,54,4807026,Stettler
Alberta,1,1,0,2,2,0,0,2,4807029,Donalda
Alberta,1,1,1,1,0,1,0,0,4807031,Flagstaff County
Alberta,0,1,1,1,0,1,2,1,4807036,Forestburg
Alberta,1,1,0,0,0,1,0,1,4807039,Daysland
Alberta,2,0,0,3,0,0,1,2,4807042,Killam
Alberta,1,1,6,1,5,0,1,14,4807049,Wainwright No. 61
Alberta,1,0,1,0,0,0,0,0,4807051,Chauvin
Alberta,0,0,1,0,2,0,2,1,4807052,Edgerton
Alberta,35,19,13,18,14,22,45,61,4807054,Wainwright
Alberta,108,130,185,193,150,139,216,372,4808001,Red Deer County
Alberta,0,0,0,1,0,0,0,0,4808005,Jarvis Bay
Alberta,12,7,11,19,9,9,30,17,4808008,Innisfail
Alberta,130,151,125,140,100,125,452,309,4808011,Red Deer
Alberta,39,13,10,25,7,28,61,82,4808012,Sylvan Lake
Alberta,0,2,0,0,0,0,0,0,4808013,Norglenwold
Alberta,1,0,1,1,2,5,5,20,4808022,Lacombe County
Alberta,0,0,0,2,0,0,1,2,4808023,Birchcliff
Alberta,5,3,1,7,1,5,8,5,4808024,Eckville
Alberta,2,3,2,9,9,6,14,12,4808026,Bentley
Alberta,18,52,24,21,24,26,104,98,4808029,Blackfalds
Alberta,24,19,11,16,30,15,85,57,4808031,Lacombe
Alberta,2,1,2,2,2,1,0,2,4808032,Clive
Alberta,15,22,26,26,54,39,88,60,4808038,Ponoka County
Alberta,29,21,18,26,22,24,77,63,4808039,Ponoka
Alberta,6,7,7,13,6,7,29,29,4808044,Rimbey
Alberta,12,4,1,13,6,2,10,6,4809002,Clearwater County
Alberta,21,27,13,22,9,21,48,62,4809015,Rocky Mountain House
Alberta,0,0,0,1,0,1,2,10,4809810,Big Horn 144A
Alberta,5,8,9,7,15,15,11,25,4810001,Camrose County
Alberta,2,0,5,2,1,1,0,1,4810002,Bashaw
Alberta,43,44,33,73,16,34,115,108,4810011,Camrose
Alberta,4,12,19,25,15,19,21,34,4810014,Hay Lakes
Alberta,8,13,13,12,12,14,29,26,4810016,Beaver County
Alberta,0,0,2,1,0,7,6,12,4810021,Holden
Alberta,4,7,1,6,3,8,12,11,4810022,Viking
Alberta,6,4,7,1,3,4,3,0,4810026,Minburn County No. 27
Alberta,13,16,16,28,16,16,38,31,4810028,Vegreville
Alberta,0,0,0,1,1,0,0,2,4810034,Mannville
Alberta,1,6,6,10,1,7,9,15,4810036,Vermilion River County
Alberta,45,28,39,39,36,22,123,110,4810039,Lloydminster (Part)
Alberta,1,3,1,3,0,1,3,0,4810041,Kitscoty
Alberta,17,7,13,14,3,14,64,22,4810042,Vermilion
Alberta,1,0,2,3,0,1,5,1,4810048,Two Hills County No. 21
Alberta,0,3,2,1,9,2,16,13,4810052,Two Hills
Alberta,0,0,1,0,0,0,0,4,4810056,Willingdon
Alberta,10,4,5,5,3,27,4,3,4810058,Lamont County
Alberta,1,19,24,15,10,15,16,22,4810061,Mundare
Alberta,3,1,2,5,0,5,7,3,4810064,Lamont
Alberta,4,5,3,12,7,11,4,10,4810066,Bruderheim
Alberta,16,7,8,10,8,7,9,11,4811001,Wetaskiwin County No. 10
Alberta,36,14,25,53,32,22,79,54,4811002,Wetaskiwin
Alberta,37,26,43,67,19,31,173,270,4811012,Leduc County
Alberta,35,29,24,45,30,31,85,124,4811013,Beaumont
Alberta,122,80,82,106,77,83,279,367,4811016,Leduc
Alberta,16,11,4,8,4,13,33,26,4811018,Devon
Alberta,11,14,6,6,12,13,14,18,4811019,Calmar
Alberta,1,5,0,2,2,8,15,5,4811021,Thorsby
Alberta,41,26,24,30,12,20,73,50,4811031,Drayton Valley
Alberta,7,8,5,8,9,8,8,33,4811032,Brazeau County
Alberta,67,60,97,58,59,42,118,152,4811034,Parkland County
Alberta,0,8,11,0,0,0,0,4,4811038,Seba Beach
Alberta,23,20,10,15,12,13,62,62,4811048,Stony Plain
Alberta,60,57,43,85,75,65,200,313,4811049,Spruce Grove
Alberta,122,135,90,275,92,137,440,484,4811052,Strathcona County
Alberta,105,54,61,57,29,50,172,137,4811056,Fort Saskatchewan
Alberta,100,87,97,132,133,125,133,166,4811059,Sturgeon County
Alberta,"1,901","1,832","1,750","3,110","1,552","1,956","5,719","6,683",4811061,Edmonton
Alberta,128,103,82,81,57,83,263,199,4811062,St. Albert
Alberta,11,9,5,10,6,10,11,13,4811064,Gibbons
Alberta,30,23,3,14,6,7,19,16,4811065,Redwater
Alberta,21,19,4,17,5,2,17,42,4811068,Morinville
Alberta,6,1,2,0,2,2,9,10,4811069,Legal
Alberta,1,2,2,2,2,0,2,2,4811801,Ermineskin 138
Alberta,0,1,0,0,0,0,0,0,4811802,Pigeon Lake 138A
Alberta,10,10,20,11,11,11,4,31,4811803,Louis Bull 138B
Alberta,0,1,0,0,0,1,0,0,4811804,Stony Plain 135
Alberta,3,2,2,1,1,0,7,8,4811806,Wabamun 133A
Alberta,36,40,32,57,41,33,72,101,4812002,Cold Lake
Alberta,11,14,11,15,6,8,5,10,4812004,Bonnyville No. 87
Alberta,45,48,44,46,56,31,74,100,4812009,Bonnyville
Alberta,2,1,0,1,1,1,0,0,4812014,St. Paul County No. 19
Alberta,8,6,7,7,3,3,7,4,4812016,Elk Point
Alberta,33,24,11,24,17,15,54,48,4812018,St. Paul
Alberta,62,48,67,78,101,68,66,156,4812022,Smoky Lake County
Alberta,17,28,15,14,29,27,64,62,4812037,Lac la Biche County
Alberta,3,0,0,0,0,0,0,0,4812802,Unipouheos 121
Alberta,0,1,0,0,0,0,0,0,4812811,Kehewin 123
Alberta,5,3,6,2,1,3,7,26,4813001,Lac Ste. Anne County
Alberta,7,8,5,4,4,5,15,16,4813002,Mayerthorpe
Alberta,1,0,0,0,0,1,1,3,4813012,Alberta Beach
Alberta,3,5,6,10,2,4,7,4,4813014,Onoway
Alberta,4,3,1,5,2,2,4,4,4813018,Barrhead County No. 11
Alberta,19,25,41,33,29,28,47,92,4813019,Barrhead
Alberta,55,47,92,62,50,61,78,140,4813028,Westlock County
Alberta,0,0,0,0,1,0,1,0,4813029,Woodlands County
Alberta,23,38,24,50,29,31,83,68,4813030,Whitecourt
Alberta,26,15,16,36,11,17,45,52,4813031,Westlock
Alberta,12,7,6,16,7,4,19,18,4813036,Thorhild County
Alberta,34,41,48,61,55,55,63,84,4813044,Athabasca County
Alberta,13,15,4,7,10,1,5,9,4813046,Boyle
Alberta,16,13,2,27,9,10,31,33,4813048,Athabasca
Alberta,11,26,29,18,14,18,44,40,4814003,Yellowhead County
Alberta,36,33,35,73,29,34,89,92,4814019,Hinton
Alberta,29,30,27,47,19,35,108,60,4814024,Edson
Alberta,1,5,10,10,6,6,32,14,4815007,Crowsnest Pass
Alberta,5,1,9,30,3,15,8,11,4815013,Kananaskis
Alberta,0,2,1,11,2,0,6,7,4815015,Bighorn No. 8
Alberta,47,45,56,99,75,75,240,197,4815023,Canmore
Alberta,7,16,10,21,16,10,46,49,4815032,Improvement District No. 9 Banff
Alberta,66,52,36,65,29,32,116,122,4815033,Jasper
Alberta,76,96,73,142,60,43,451,188,4815035,Banff
Alberta,1,0,0,7,2,6,10,5,4815802,"Stoney 142, 143, 144"
Alberta,265,367,318,270,135,205,470,632,4816037,Wood Buffalo
Alberta,0,0,1,1,0,0,0,0,4816817,Janvier 194
Alberta,7,2,2,0,1,0,30,8,4816859,Fort Mackay
Alberta,0,0,1,1,4,0,0,0,4816860,Thebathi 196
Alberta,18,12,13,17,10,6,18,50,4817021,High Prairie
Alberta,0,1,0,4,1,2,7,8,4817024,Swan Hills
Alberta,6,22,10,30,16,16,40,12,4817026,Northern Sunrise County
Alberta,0,0,0,0,1,1,1,7,4817027,Big Lakes County
Alberta,35,27,39,67,26,40,91,123,4817029,Slave Lake
Alberta,13,10,8,18,13,20,47,44,4817031,Opportunity No. 17
Alberta,0,2,0,0,0,2,1,2,4817033,Lesser Slave River No.124
Alberta,29,15,29,30,19,25,25,64,4817062,Clear Hills
Alberta,1,0,3,3,0,2,2,2,4817064,Hines Creek
Alberta,4,2,2,4,3,0,3,0,4817076,Northern Lights County
Alberta,7,9,7,12,3,7,9,4,4817078,Manning
Alberta,42,42,29,47,14,39,89,88,4817093,High Level
Alberta,7,5,1,5,1,7,13,39,4817095,Mackenzie County
Alberta,2,1,0,0,2,4,2,1,4817097,Rainbow Lake
Alberta,0,1,0,0,0,0,0,0,4817824,Utikoomak Lake 155
Alberta,0,2,0,0,1,0,1,2,4817831,Swan River 150E
Alberta,0,0,1,0,1,0,0,0,4817845,Hay Lake 209
Alberta,0,0,0,0,1,0,0,0,4817856,Woodland Cree 226
Alberta,17,13,8,16,9,14,53,19,4818002,Fox Creek
Alberta,5,9,6,18,7,20,21,36,4818005,Grande Cache
Alberta,8,2,2,6,1,0,7,6,4818015,Greenview No. 16
Alberta,18,15,16,19,21,16,44,45,4818018,Valleyview
Alberta,38,40,45,62,29,34,74,103,4819006,Grande Prairie County No. 1
Alberta,1,0,1,0,0,0,21,3,4819008,Hythe
Alberta,8,12,7,14,8,8,10,6,4819009,Beaverlodge
Alberta,5,7,6,12,8,7,7,8,4819011,Wembley
Alberta,93,150,162,233,92,143,361,299,4819012,Grande Prairie
Alberta,34,24,24,39,21,48,84,70,4819038,Peace River
Alberta,3,37,3,47,28,32,50,22,4819041,Smoky River No. 130
Alberta,1,14,36,11,16,25,25,53,4819042,McLennan
Alberta,0,0,0,1,1,0,0,0,4819044,Donnelly
Alberta,10,35,18,36,20,18,13,16,4819048,Girouxville
Alberta,24,21,22,38,12,19,17,2,4819049,Birch Hills County
Alberta,1,2,2,4,3,4,13,6,4819056,Rycroft
Alberta,1,0,2,1,1,1,2,3,4819058,Spirit River
Alberta,2,1,1,1,1,0,1,2,4819059,Saddle Hills County
Alberta,0,0,0,0,0,0,0,1,4819071,Peace No. 135
Alberta,7,5,10,15,10,14,10,28,4819074,Grimshaw
Alberta,"1,226",614,325,177,134,73,466,525,Unspecified,
British Columbia,0,0,0,0,0,0,0,1,3506008,Ottawa
British Columbia,0,0,1,0,0,0,1,0,3520005,Toronto
British Columbia,0,1,1,1,2,0,12,26,5901003,Elkford
British Columbia,7,5,16,10,7,13,18,34,5901006,Sparwood
British Columbia,7,7,13,42,9,18,68,63,5901012,Fernie
British Columbia,2,5,1,9,6,7,10,3,5901017,East Kootenay A
British Columbia,0,0,0,3,0,5,3,2,5901019,East Kootenay B
British Columbia,9,19,22,33,22,25,97,117,5901022,Cranbrook
British Columbia,0,2,1,7,6,3,8,16,5901028,Kimberley
British Columbia,15,6,12,14,17,2,9,8,5901035,East Kootenay C
British Columbia,3,3,4,3,1,1,18,0,5901037,East Kootenay E
British Columbia,13,16,13,22,19,6,24,20,5901039,Invermere
British Columbia,1,4,4,12,7,12,21,15,5901040,Radium Hot Springs
British Columbia,0,0,0,0,1,0,2,0,5901043,Canal Flats
British Columbia,1,2,0,1,1,4,40,33,5901046,East Kootenay F
British Columbia,1,0,0,0,0,0,0,1,5901048,East Kootenay G
British Columbia,2,2,5,8,2,6,13,26,5901806,Shuswap
British Columbia,9,27,15,18,34,7,38,73,5903004,Creston
British Columbia,9,5,14,10,23,18,23,55,5903010,Central Kootenay A
British Columbia,16,1,0,1,21,16,18,2,5903011,Salmo
British Columbia,32,40,79,59,124,35,177,425,5903013,Central Kootenay B
British Columbia,13,19,7,17,24,29,44,19,5903015,Nelson
British Columbia,0,11,77,92,100,134,284,364,5903017,Central Kootenay C
British Columbia,0,1,0,1,1,0,1,0,5903032,New Denver
British Columbia,0,0,0,0,0,0,6,24,5903041,Central Kootenay E
British Columbia,3,1,7,32,9,9,18,32,5903045,Castlegar
British Columbia,0,0,0,0,0,0,3,0,5903050,Nakusp
British Columbia,0,0,1,0,1,1,0,13,5903052,Central Kootenay H
British Columbia,2,0,0,0,0,0,1,0,5903056,Central Kootenay I
British Columbia,0,0,0,0,0,0,1,2,5903058,Central Kootenay J
British Columbia,0,1,0,1,0,0,0,0,5903060,Central Kootenay K
British Columbia,3,1,2,6,2,2,18,33,5905014,Trail
British Columbia,1,0,0,0,0,0,0,0,5905018,Warfield
British Columbia,1,2,6,2,2,2,5,4,5905023,Rossland
British Columbia,40,10,83,43,87,84,83,98,5905032,Grand Forks
British Columbia,9,0,16,2,4,0,5,15,5905037,Midway
British Columbia,0,3,0,0,0,0,1,0,5905042,Greenwood
British Columbia,0,0,0,0,1,0,17,2,5905050,Kootenay Boundary C / Christina Lake
British Columbia,16,20,31,17,36,16,59,50,5905052,Kootenay Boundary D / Rural Grand Forks
British Columbia,3,3,6,0,7,6,17,33,5905054,Kootenay Boundary E / West Boundary
British Columbia,189,106,257,155,146,179,182,204,5907005,Osoyoos
British Columbia,47,29,89,46,67,72,37,53,5907009,Keremeos
British Columbia,196,104,185,133,128,111,104,406,5907014,Oliver
British Columbia,29,56,113,100,105,92,189,155,5907022,Okanagan-Similkameen A
British Columbia,115,124,190,212,179,213,271,215,5907026,Okanagan-Similkameen B
British Columbia,113,94,200,229,235,245,352,333,5907028,Okanagan-Similkameen C
British Columbia,49,60,82,179,184,215,211,404,5907035,Summerland
British Columbia,81,59,147,116,215,118,313,353,5907041,Penticton
British Columbia,337,403,747,487,541,632,523,"1,000",5907047,Okanagan-Similkameen D
British Columbia,0,0,5,9,14,12,6,46,5907049,Okanagan-Similkameen E
British Columbia,38,54,114,69,130,124,159,223,5907053,Okanagan-Similkameen G
British Columbia,4,3,6,2,3,9,20,28,5907055,Okanagan-Similkameen H
British Columbia,0,1,0,0,2,0,1,2,5907803,Penticton 1
British Columbia,26,45,25,17,42,38,23,79,5907805,Chopaka 7 & 8
British Columbia,5,13,40,20,25,10,44,85,5909009,Hope
British Columbia,3,2,5,0,2,0,2,14,5909014,Fraser Valley A
British Columbia,2,3,5,6,0,1,4,7,5909016,Fraser Valley B
British Columbia,636,800,957,"1,252","1,141","1,284","1,532","1,863",5909020,Chilliwack
British Columbia,7,8,9,17,15,16,29,29,5909027,Harrison Hot Springs
British Columbia,16,19,43,67,87,74,46,122,5909032,Kent
British Columbia,0,4,3,0,11,1,10,0,5909034,Fraser Valley D
British Columbia,20,18,47,71,60,16,59,69,5909035,Fraser Valley H
British Columbia,0,0,1,1,0,0,0,0,5909036,Fraser Valley E
British Columbia,15,8,52,18,33,25,24,21,5909048,Fraser Valley C
British Columbia,"2,104","2,867","4,240","3,856","4,296","3,854","5,158","6,073",5909052,Abbotsford
British Columbia,39,57,60,88,85,58,188,230,5909056,Mission
British Columbia,11,2,46,11,50,6,52,150,5909060,Fraser Valley F
British Columbia,25,24,102,119,62,54,104,120,5909062,Fraser Valley G
British Columbia,0,1,0,0,0,2,0,3,5909827,Soowahlie 14
British Columbia,4,7,5,20,15,26,79,30,5909830,Tzeachten 13
British Columbia,0,0,6,1,3,1,0,0,5909878,Matsqui Main 2
British Columbia,0,4,0,56,0,0,38,0,5909884,Skowkale
British Columbia,879,906,"1,514","1,269","1,508","1,611","1,772","2,588",5915001,Langley
British Columbia,29,50,71,117,109,130,194,155,5915002,Langley
British Columbia,"1,923","3,237","3,550","5,951","5,048","4,779","7,948","9,311",5915004,Surrey
British Columbia,12,8,16,38,20,45,53,64,5915007,White Rock
British Columbia,955,"1,091","1,392","1,403","1,295","1,157","2,046","2,480",5915011,Delta
British Columbia,525,639,"1,005","1,173","1,099",920,"1,471","1,984",5915015,Richmond
British Columbia,44,53,58,73,81,67,89,97,5915020,Greater Vancouver A
British Columbia,"2,866","3,261","3,015","3,526","2,884","2,991","4,807","3,853",5915022,Vancouver
British Columbia,619,736,749,"1,145",922,978,"1,602","1,703",5915025,Burnaby
British Columbia,87,129,131,234,170,217,303,288,5915029,New Westminster
British Columbia,165,300,349,443,363,426,620,503,5915034,Coquitlam
British Columbia,3,1,0,0,0,0,1,0,5915036,Belcarra
British Columbia,0,0,2,3,4,3,2,4,5915038,Anmore
British Columbia,86,100,150,166,192,169,269,249,5915039,Port Coquitlam
British Columbia,13,18,47,42,33,42,59,78,5915043,Port Moody
British Columbia,176,176,175,278,231,256,365,344,5915046,North Vancouver
British Columbia,72,168,117,189,153,161,238,258,5915051,North Vancouver
British Columbia,116,129,175,190,163,167,176,183,5915055,West Vancouver
British Columbia,0,2,3,6,6,5,10,4,5915062,Bowen Island
British Columbia,2,2,3,2,0,3,1,1,5915065,Lions Bay
British Columbia,340,442,846,455,459,476,678,"1,028",5915070,Pitt Meadows
British Columbia,122,133,256,209,292,202,373,406,5915075,Maple Ridge
British Columbia,16,7,4,5,10,9,20,15,5915802,Tsawwassen
British Columbia,1,1,1,1,4,1,2,3,5915803,Musqueam 2
British Columbia,3,2,2,3,4,3,1,2,5915806,Burrard Inlet 3
British Columbia,0,0,0,0,0,0,1,0,5915807,Mission 1
British Columbia,3,8,7,17,12,13,19,15,5915808,Capilano 5
British Columbia,1,3,0,2,1,0,0,0,5915811,Seymour Creek 2
British Columbia,22,20,17,80,37,30,49,41,5917005,North Saanich
British Columbia,10,17,9,18,19,10,74,72,5917010,Sidney
British Columbia,65,63,87,101,77,112,163,189,5917015,Central Saanich
British Columbia,91,166,156,186,158,219,384,329,5917021,Saanich
British Columbia,3,7,5,9,11,11,16,38,5917027,Saltspring Island
British Columbia,1,2,1,0,5,6,2,9,5917029,Southern Gulf Islands
British Columbia,11,22,22,19,17,17,33,17,5917030,Oak Bay
British Columbia,109,163,201,251,229,284,569,554,5917034,Victoria
British Columbia,888,57,22,26,21,43,44,73,5917040,Esquimalt
British Columbia,1,8,12,5,10,6,27,16,5917041,Colwood
British Columbia,6,0,6,9,2,5,5,4,5917042,Metchosin
British Columbia,16,34,42,73,70,98,182,184,5917044,Langford
British Columbia,14,15,19,11,18,31,31,61,5917047,View Royal
British Columbia,0,0,0,1,0,0,3,7,5917049,Highlands
British Columbia,2,7,4,12,6,26,38,39,5917052,Sooke
British Columbia,0,0,1,1,2,1,1,0,5917054,Juan de Fuca (Part 1)
British Columbia,28,9,76,33,27,44,53,30,5917803,East Saanich 2
British Columbia,0,0,2,5,3,1,5,5,5917804,South Saanich 1
British Columbia,0,1,0,0,0,0,1,0,5917812,New Songhees 1A
British Columbia,0,0,0,0,0,0,2,0,5917819,T'Sou-ke
British Columbia,13,6,16,32,21,33,104,92,5919008,North Cowichan
British Columbia,1,3,8,8,17,19,36,24,5919012,Duncan
British Columbia,1,0,0,1,1,2,13,1,5919013,Cowichan Valley D
British Columbia,4,8,7,1,9,10,5,15,5919015,Cowichan Valley G
British Columbia,1,1,0,1,0,0,0,0,5919016,Lake Cowichan
British Columbia,0,0,1,2,1,0,0,10,5919017,Cowichan Valley H
British Columbia,1,5,3,17,17,8,38,19,5919021,Ladysmith
British Columbia,2,2,7,7,7,13,17,35,5919043,Cowichan Valley A
British Columbia,1,3,1,2,6,2,4,5,5919046,Cowichan Valley B
British Columbia,1,1,2,2,2,1,11,4,5919049,Cowichan Valley C
British Columbia,0,4,0,3,0,1,6,19,5919051,Cowichan Valley E
British Columbia,1,2,4,4,4,2,18,14,5919822,Cowichan
British Columbia,45,62,74,106,115,131,348,324,5921007,Nanaimo
British Columbia,2,2,0,2,2,3,1,4,5921008,Lantzville
British Columbia,1,0,11,26,7,17,61,65,5921010,Nanaimo A
British Columbia,1,1,1,0,0,0,0,0,5921014,Nanaimo B
British Columbia,0,2,1,0,0,0,1,1,5921016,Nanaimo C
British Columbia,6,12,22,15,13,25,62,80,5921018,Parksville
British Columbia,2,2,3,5,22,36,35,40,5921023,Qualicum Beach
British Columbia,2,1,0,2,1,1,3,10,5921030,Nanaimo E
British Columbia,2,3,1,2,1,3,3,14,5921032,Nanaimo F
British Columbia,0,0,1,1,1,4,11,12,5921034,Nanaimo G
British Columbia,6,8,8,11,35,51,58,92,5921036,Nanaimo H
British Columbia,0,0,0,0,0,1,1,0,5921804,Nanaimo Town 1
British Columbia,9,3,1,16,8,28,76,69,5923008,Port Alberni
British Columbia,1,17,0,37,71,73,222,77,5923019,Ucluelet
British Columbia,2,18,21,38,26,22,80,47,5923025,Tofino
British Columbia,0,0,0,0,30,9,18,45,5923033,Alberni-Clayoquot B
British Columbia,0,1,0,0,0,0,0,9,5923035,Alberni-Clayoquot D
British Columbia,1,2,0,3,1,2,2,2,5923039,Alberni-Clayoquot F
British Columbia,1,0,0,0,0,0,0,0,5923047,Alberni-Clayoquot A
British Columbia,0,0,0,0,0,0,5,1,5924025,Gold River
British Columbia,15,30,36,59,15,52,93,81,5924034,Campbell River
British Columbia,6,6,8,3,1,3,0,0,5924042,Strathcona D (Oyster Bay - Buttle Lake)
British Columbia,3,0,1,0,0,0,0,0,5924048,Strathcona A
British Columbia,1,1,1,1,0,2,1,4,5924052,Strathcona B
British Columbia,1,0,0,2,0,0,49,15,5924054,Strathcona C
British Columbia,0,4,1,7,2,5,1,12,5924804,Campbell River 11
British Columbia,6,4,4,8,12,5,21,15,5926005,Comox
British Columbia,12,16,42,23,51,17,101,92,5926010,Courtenay
British Columbia,0,0,1,0,1,1,0,0,5926014,Cumberland
British Columbia,0,6,0,2,1,2,31,15,5926021,Comox Valley A
British Columbia,1,0,5,0,13,3,5,2,5926022,Comox Valley B (Lazo North)
British Columbia,13,7,9,7,14,3,55,46,5926024,Comox Valley C (Puntledge - Black Creek)
British Columbia,0,0,0,0,0,1,0,0,5926801,Comox 1
British Columbia,3,8,9,15,21,17,45,26,5927008,Powell River
British Columbia,1,0,0,1,1,1,0,0,5927010,Powell River A
British Columbia,1,0,0,1,0,0,0,0,5927012,Powell River B
British Columbia,0,0,0,6,7,3,1,5,5927016,Powell River C
British Columbia,1,1,1,0,0,0,0,0,5927018,Powell River D
British Columbia,0,0,1,0,0,1,0,0,5927806,Sechelt (Part)
British Columbia,7,2,4,10,4,14,20,12,5929005,Gibsons
